"CODESTAB","CODMUNNASC","ANONASC","n_anomalias","n_nascimentos"
NA,"430450",2016,0,5
NA,"430450",2018,0,2
NA,"430450",2019,0,1
NA,"430460",2010,0,24
NA,"430460",2011,1,18
NA,"430460",2012,0,12
NA,"430460",2013,0,11
NA,"430460",2014,0,12
NA,"430460",2015,0,11
NA,"430460",2016,0,14
NA,"430460",2017,0,13
NA,"430460",2018,0,24
NA,"430460",2019,0,22
NA,"430463",2010,0,1
NA,"430463",2011,0,4
NA,"430463",2012,0,1
NA,"430463",2013,0,3
NA,"430463",2015,0,2
NA,"430463",2017,0,2
NA,"430463",2018,0,2
NA,"430463",2019,0,2
NA,"430470",2015,0,2
NA,"430470",2016,0,1
NA,"430470",2017,0,3
NA,"430470",2019,0,1
NA,"430480",2010,0,1
NA,"430480",2012,0,1
NA,"430480",2019,0,1
NA,"430510",2010,0,12
NA,"430510",2011,0,10
NA,"430510",2012,0,18
NA,"430510",2013,0,6
NA,"430510",2014,0,13
NA,"430510",2015,0,20
NA,"430510",2016,0,12
NA,"430510",2017,0,18
NA,"430510",2018,0,12
NA,"430510",2019,1,7
NA,"430517",2011,0,1
NA,"430517",2016,0,1
NA,"430517",2017,0,1
NA,"430517",2018,0,1
NA,"430517",2019,0,1
NA,"430520",2015,0,1
NA,"430520",2019,0,1
NA,"430540",2011,0,1
NA,"430544",2011,0,2
NA,"430544",2014,0,1
NA,"430544",2015,0,2
NA,"430544",2018,0,1
NA,"430545",2010,0,4
NA,"430545",2014,0,1
NA,"430545",2016,0,2
NA,"430545",2017,0,1
NA,"430545",2019,0,3
NA,"430580",2010,0,1
NA,"430580",2012,0,1
NA,"430600",2017,0,1
NA,"430610",2010,0,1
NA,"430610",2011,0,4
NA,"430610",2012,0,2
NA,"430610",2013,0,2
NA,"430610",2014,0,1
NA,"430610",2015,0,1
NA,"430610",2016,0,2
NA,"430610",2017,0,1
NA,"430610",2018,0,2
NA,"430610",2019,0,1
NA,"430630",2013,0,1
NA,"430640",2013,1,2
NA,"430640",2016,0,1
NA,"430640",2018,0,1
NA,"430650",2010,0,1
NA,"430650",2011,1,1
NA,"430650",2012,0,1
NA,"430650",2013,0,1
NA,"430650",2018,1,1
NA,"430650",2019,0,1
NA,"430660",2010,0,3
NA,"430660",2011,0,1
NA,"430660",2013,0,1
NA,"430660",2014,0,2
NA,"430660",2016,0,1
NA,"430660",2017,0,1
NA,"430660",2018,0,1
NA,"430660",2019,0,1
NA,"430673",2010,0,1
NA,"430673",2012,0,1
NA,"430680",2015,1,1
NA,"430680",2018,0,1
NA,"430680",2019,0,1
NA,"430690",2010,0,4
NA,"430690",2011,0,3
NA,"430690",2012,0,1
NA,"430690",2014,0,1
NA,"430690",2015,0,1
NA,"430690",2016,0,2
NA,"430690",2017,0,1
NA,"430692",2016,0,1
NA,"430700",2010,0,3
NA,"430700",2011,0,2
NA,"430700",2013,0,4
NA,"430700",2014,0,5
NA,"430700",2015,0,6
NA,"430700",2016,0,5
NA,"430700",2017,0,7
NA,"430700",2018,0,21
NA,"430700",2019,0,23
NA,"430710",2013,0,1
NA,"430710",2014,0,1
NA,"430720",2015,0,1
NA,"430755",2013,0,1
NA,"430760",2013,0,1
NA,"430760",2014,0,1
NA,"430760",2015,0,3
NA,"430760",2016,0,1
NA,"430760",2017,0,1
NA,"430760",2018,0,1
NA,"430770",2010,0,1
NA,"430770",2012,0,1
NA,"430770",2013,0,3
NA,"430770",2014,0,2
NA,"430770",2016,0,3
NA,"430770",2019,0,2
NA,"430780",2013,0,1
NA,"430780",2014,0,2
NA,"430780",2015,0,1
NA,"430780",2018,0,1
NA,"430790",2011,0,1
NA,"430790",2015,0,1
NA,"430790",2016,0,2
NA,"430790",2018,0,1
NA,"430800",2011,0,1
NA,"430810",2016,0,1
NA,"430810",2018,0,1
NA,"430810",2019,0,1
NA,"430820",2016,0,1
NA,"430820",2017,0,1
NA,"430820",2018,0,1
NA,"430830",2010,0,1
NA,"430830",2012,0,1
NA,"430830",2015,0,1
NA,"430850",2012,0,1
NA,"430850",2018,0,1
NA,"430850",2019,0,1
NA,"430860",2017,0,1
NA,"430860",2018,0,1
NA,"430860",2019,0,1
NA,"430870",2013,0,1
NA,"430870",2016,0,1
NA,"430870",2019,0,1
NA,"430890",2010,0,1
NA,"430910",2012,0,1
NA,"430910",2014,0,1
NA,"430910",2016,0,3
NA,"430910",2017,0,2
NA,"430910",2018,0,3
NA,"430910",2019,0,1
NA,"430920",2010,0,6
NA,"430920",2011,0,5
NA,"430920",2012,0,6
NA,"430920",2013,1,12
NA,"430920",2014,1,8
NA,"430920",2015,0,12
NA,"430920",2016,3,10
NA,"430920",2017,0,8
NA,"430920",2018,0,8
NA,"430920",2019,0,8
NA,"430930",2010,0,12
NA,"430930",2011,0,8
NA,"430930",2012,0,10
NA,"430930",2013,1,11
NA,"430930",2014,0,9
NA,"430930",2015,0,6
NA,"430930",2016,0,6
NA,"430930",2017,0,6
NA,"430930",2018,0,10
NA,"430930",2019,0,6
NA,"431000",2014,0,2
NA,"431010",2013,0,2
NA,"431010",2014,0,1
NA,"431010",2017,0,3
NA,"431010",2018,0,1
NA,"431020",2010,0,4
NA,"431020",2013,0,1
NA,"431020",2014,0,1
NA,"431020",2015,0,1
NA,"431020",2017,0,1
NA,"431020",2018,0,2
NA,"431020",2019,0,4
NA,"431033",2010,0,1
NA,"431033",2011,0,1
NA,"431033",2014,0,1
NA,"431033",2016,0,2
NA,"431033",2017,0,1
NA,"431033",2018,0,1
NA,"431033",2019,0,3
NA,"431060",2012,0,1
NA,"431060",2017,0,2
NA,"431080",2016,0,1
NA,"431080",2019,0,1
NA,"431085",2010,0,1
NA,"431100",2014,0,1
NA,"431100",2015,0,2
NA,"431100",2017,0,3
NA,"431100",2019,0,4
NA,"431110",2013,0,1
NA,"431110",2015,0,1
NA,"431115",2011,0,1
NA,"431115",2014,0,1
NA,"431115",2016,0,2
NA,"431115",2017,0,2
NA,"431115",2018,0,1
NA,"431115",2019,0,1
NA,"431120",2010,0,2
NA,"431120",2012,0,1
NA,"431120",2015,0,1
NA,"431120",2016,0,2
NA,"431120",2019,0,2
NA,"431125",2010,0,1
NA,"431125",2012,0,1
NA,"431125",2013,0,1
NA,"431130",2013,0,1
NA,"431130",2017,0,3
NA,"431140",2010,0,1
NA,"431140",2013,0,2
NA,"431140",2014,0,1
NA,"431140",2015,0,2
NA,"431140",2016,0,2
NA,"431140",2017,0,2
NA,"431140",2018,0,1
NA,"431140",2019,0,2
NA,"431150",2010,0,1
NA,"431150",2011,0,3
NA,"431150",2012,0,2
NA,"431150",2013,0,1
NA,"431150",2016,0,1
NA,"431150",2018,0,1
NA,"431150",2019,0,2
NA,"431175",2010,0,1
NA,"431180",2011,0,1
NA,"431180",2018,0,1
NA,"431180",2019,0,1
NA,"431190",2019,0,1
NA,"431198",2015,0,1
NA,"431198",2016,0,1
NA,"431198",2017,1,1
NA,"431198",2018,0,2
NA,"431198",2019,0,6
NA,"431200",2017,0,1
NA,"431238",2010,0,1
NA,"431240",2010,0,2
NA,"431240",2011,0,2
NA,"431240",2013,0,3
NA,"431240",2014,0,2
NA,"431240",2016,0,2
NA,"431240",2017,0,4
NA,"431240",2018,0,4
NA,"431240",2019,0,2
NA,"431245",2016,0,1
NA,"431250",2011,0,1
NA,"431250",2014,0,2
NA,"431250",2015,0,1
NA,"431250",2016,0,3
NA,"431250",2017,0,1
NA,"431250",2019,0,1
NA,"431260",2018,0,1
NA,"431270",2013,0,1
NA,"431270",2014,0,2
NA,"431270",2015,0,1
NA,"431320",2015,0,1
NA,"431320",2018,0,1
NA,"431330",2015,0,1
NA,"431330",2016,0,1
NA,"431330",2018,0,1
NA,"431337",2010,0,1
NA,"431337",2013,0,1
NA,"431337",2018,0,2
NA,"431340",2010,0,2
NA,"431340",2011,0,7
NA,"431340",2012,0,12
NA,"431340",2013,0,2
NA,"431340",2014,0,8
NA,"431340",2015,0,7
NA,"431340",2016,0,6
NA,"431340",2017,0,4
NA,"431340",2018,0,8
NA,"431340",2019,1,10
NA,"431342",2010,0,1
NA,"431350",2010,0,3
NA,"431350",2011,0,3
NA,"431350",2012,0,1
NA,"431350",2013,0,1
NA,"431350",2014,0,4
NA,"431350",2015,0,2
NA,"431350",2016,0,4
NA,"431350",2017,0,5
NA,"431350",2018,0,6
NA,"431350",2019,0,7
NA,"431365",2012,0,1
NA,"431365",2013,0,2
NA,"431365",2015,0,2
NA,"431365",2017,0,6
NA,"431365",2018,0,1
NA,"431370",2010,0,1
NA,"431370",2012,0,1
NA,"431370",2013,0,1
NA,"431390",2018,0,1
NA,"431395",2010,0,1
NA,"431395",2011,0,1
NA,"431395",2012,0,1
NA,"431395",2013,0,1
NA,"431395",2016,0,2
NA,"431402",2011,0,1
NA,"431402",2013,0,1
NA,"431402",2015,0,1
NA,"431405",2013,0,1
NA,"431405",2014,0,1
NA,"431405",2015,0,1
NA,"431405",2016,0,4
NA,"431405",2017,0,3
NA,"431410",2010,0,5
NA,"431410",2011,0,4
NA,"431410",2012,0,1
NA,"431410",2013,0,5
NA,"431410",2014,0,1
NA,"431410",2015,0,1
NA,"431410",2016,0,9
NA,"431410",2017,0,7
NA,"431410",2018,0,3
NA,"431410",2019,0,5
NA,"431417",2010,0,1
NA,"431420",2010,0,1
NA,"431420",2019,0,1
NA,"431440",2010,0,10
NA,"431440",2011,0,8
NA,"431440",2012,0,19
NA,"431440",2013,0,17
NA,"431440",2014,0,16
NA,"431440",2015,0,10
NA,"431440",2016,0,15
NA,"431440",2017,0,7
NA,"431440",2018,0,7
NA,"431440",2019,0,10
NA,"431450",2010,0,1
NA,"431450",2015,0,1
NA,"431450",2017,0,1
NA,"431450",2019,0,1
NA,"431460",2011,0,2
NA,"431460",2012,0,1
NA,"431460",2013,0,3
NA,"431460",2014,0,1
NA,"431460",2015,0,3
NA,"431460",2016,0,3
NA,"431460",2017,0,3
NA,"431460",2018,0,2
NA,"431460",2019,0,5
NA,"431470",2017,0,1
NA,"431480",2014,0,4
NA,"431480",2015,0,1
NA,"431480",2016,0,1
NA,"431480",2017,0,1
NA,"431480",2018,0,2
NA,"431480",2019,0,2
NA,"431490",2010,2,92
NA,"431490",2011,3,110
NA,"431490",2012,3,100
NA,"431490",2013,1,111
NA,"431490",2014,1,78
NA,"431490",2015,2,104
NA,"431490",2016,0,128
NA,"431490",2017,1,116
NA,"431490",2018,2,138
NA,"431490",2019,3,100
NA,"431510",2019,0,1
NA,"431515",2019,0,1
NA,"431530",2015,0,1
NA,"431530",2016,0,1
NA,"431530",2017,0,1
NA,"431540",2010,0,10
NA,"431540",2011,0,2
NA,"431540",2012,0,1
NA,"431540",2014,0,1
NA,"431540",2015,0,1
NA,"431540",2016,0,1
NA,"431540",2017,0,3
NA,"431540",2018,0,6
NA,"431540",2019,0,1
NA,"431550",2016,0,1
NA,"431550",2018,0,1
NA,"431560",2010,0,19
NA,"431560",2011,0,19
NA,"431560",2012,0,10
NA,"431560",2013,0,16
NA,"431560",2014,0,24
NA,"431560",2015,0,16
NA,"431560",2016,0,14
NA,"431560",2017,0,16
NA,"431560",2018,0,19
NA,"431560",2019,0,13
NA,"431570",2013,0,1
NA,"431570",2015,0,1
NA,"431570",2016,0,1
NA,"431575",2011,0,1
NA,"431575",2019,1,1
NA,"431580",2017,0,1
NA,"431580",2019,0,1
NA,"431600",2010,0,1
NA,"431600",2011,0,1
NA,"431600",2012,0,1
NA,"431600",2013,0,1
NA,"431600",2014,0,1
NA,"431600",2015,0,2
NA,"431600",2017,0,1
NA,"431600",2018,0,1
NA,"431610",2019,0,2
NA,"431630",2010,0,1
NA,"431630",2016,0,1
NA,"431640",2010,0,1
NA,"431640",2011,0,2
NA,"431640",2013,0,1
NA,"431640",2016,1,1
NA,"431640",2017,0,1
NA,"431640",2018,0,1
NA,"431645",2012,0,1
NA,"431650",2016,0,1
NA,"431650",2018,0,1
NA,"431660",2015,0,1
NA,"431660",2018,0,1
NA,"431670",2015,0,1
NA,"431680",2010,0,4
NA,"431680",2011,0,2
NA,"431680",2012,0,2
NA,"431680",2013,0,1
NA,"431680",2014,0,2
NA,"431680",2015,0,2
NA,"431680",2017,0,1
NA,"431680",2018,0,1
NA,"431690",2010,0,6
NA,"431690",2011,1,19
NA,"431690",2012,0,9
NA,"431690",2013,0,10
NA,"431690",2014,0,12
NA,"431690",2015,0,14
NA,"431690",2016,0,29
NA,"431690",2017,0,18
NA,"431690",2018,0,15
NA,"431690",2019,0,10
NA,"431700",2010,0,1
NA,"431700",2011,0,1
NA,"431700",2017,0,1
NA,"431700",2019,0,1
NA,"431710",2010,0,82
NA,"431710",2011,0,11
NA,"431710",2012,0,2
NA,"431710",2013,0,3
NA,"431710",2014,0,2
NA,"431710",2015,0,1
NA,"431710",2016,0,4
NA,"431710",2017,0,5
NA,"431710",2018,0,1
NA,"431710",2019,0,3
NA,"431720",2012,0,1
NA,"431720",2015,0,1
NA,"431720",2017,0,1
NA,"431720",2018,0,2
NA,"431720",2019,0,1
NA,"431730",2010,1,4
NA,"431730",2011,0,2
NA,"431730",2012,0,1
NA,"431730",2013,0,2
NA,"431730",2014,0,2
NA,"431730",2016,0,1
NA,"431730",2019,0,3
NA,"431740",2011,0,2
NA,"431740",2012,0,1
NA,"431740",2014,0,1
NA,"431740",2016,0,3
NA,"431740",2017,0,1
NA,"431740",2019,0,1
NA,"431750",2010,0,3
NA,"431750",2011,0,2
NA,"431750",2012,0,4
NA,"431750",2013,0,2
NA,"431750",2014,0,3
NA,"431750",2015,0,3
NA,"431750",2016,0,3
NA,"431750",2017,0,3
NA,"431750",2018,0,1
NA,"431750",2019,0,3
NA,"431760",2010,0,2
NA,"431760",2011,0,2
NA,"431760",2012,0,2
NA,"431760",2013,0,1
NA,"431760",2014,0,1
NA,"431760",2015,0,2
NA,"431760",2016,0,3
NA,"431760",2017,0,1
NA,"431760",2018,0,2
NA,"431760",2019,0,3
NA,"431770",2010,0,3
NA,"431770",2011,0,2
NA,"431770",2013,0,1
NA,"431770",2014,0,1
NA,"431770",2016,0,1
NA,"431770",2018,0,1
NA,"431780",2017,0,1
NA,"431800",2010,0,1
NA,"431800",2011,0,1
NA,"431800",2012,0,2
NA,"431800",2013,0,1
NA,"431800",2014,0,1
NA,"431800",2016,0,1
NA,"431800",2017,0,1
NA,"431800",2018,0,1
NA,"431800",2019,0,1
NA,"431810",2012,0,2
NA,"431810",2018,1,1
NA,"431820",2010,0,1
NA,"431820",2011,0,1
NA,"431820",2012,0,3
NA,"431820",2013,0,2
NA,"431820",2014,0,2
NA,"431820",2015,0,2
NA,"431820",2017,0,3
NA,"431820",2018,0,5
NA,"431820",2019,0,2
NA,"431830",2010,0,4
NA,"431830",2011,0,4
NA,"431830",2012,0,4
NA,"431830",2013,0,1
NA,"431830",2014,0,4
NA,"431830",2015,0,2
NA,"431830",2016,0,1
NA,"431830",2017,0,3
NA,"431830",2018,0,5
NA,"431830",2019,0,1
NA,"431840",2011,0,2
NA,"431840",2012,0,1
NA,"431840",2014,0,3
NA,"431840",2016,0,1
NA,"431840",2017,1,3
NA,"431840",2018,0,1
NA,"431840",2019,0,2
NA,"431850",2012,0,2
NA,"431850",2013,0,1
NA,"431850",2015,0,1
NA,"431850",2016,0,1
NA,"431850",2017,0,4
NA,"431850",2018,0,2
NA,"431850",2019,0,3
NA,"431870",2010,0,10
NA,"431870",2011,0,13
NA,"431870",2012,0,11
NA,"431870",2013,0,7
NA,"431870",2014,0,5
NA,"431870",2015,0,4
NA,"431870",2016,0,10
NA,"431870",2017,0,8
NA,"431870",2018,0,12
NA,"431870",2019,1,10
NA,"431880",2010,0,2
NA,"431880",2011,0,2
NA,"431880",2012,0,1
NA,"431880",2013,0,1
NA,"431880",2014,0,1
NA,"431880",2018,0,1
NA,"431880",2019,0,1
NA,"431890",2010,0,2
NA,"431890",2011,0,2
NA,"431890",2012,0,1
NA,"431890",2015,0,1
NA,"431890",2017,0,1
NA,"431890",2018,0,2
NA,"431890",2019,0,1
NA,"431900",2011,0,1
NA,"431910",2011,0,1
NA,"431915",2011,0,3
NA,"431915",2012,0,1
NA,"431915",2013,0,1
NA,"431915",2015,0,1
NA,"431915",2016,0,3
NA,"431915",2017,0,1
NA,"431940",2011,0,2
NA,"431940",2012,0,3
NA,"431940",2013,0,1
NA,"431940",2014,0,5
NA,"431940",2015,0,3
NA,"431940",2017,0,1
NA,"431940",2018,0,3
NA,"431950",2014,0,2
NA,"431950",2015,0,1
NA,"431950",2018,0,2
NA,"431950",2019,0,2
NA,"431960",2013,0,1
NA,"431960",2015,0,1
NA,"431960",2016,0,1
NA,"431960",2019,0,1
NA,"431980",2019,0,1
NA,"431990",2010,0,4
NA,"431990",2011,0,3
NA,"431990",2013,0,1
NA,"431990",2016,0,2
NA,"431990",2017,0,4
NA,"431990",2018,0,2
NA,"431990",2019,0,1
NA,"432000",2010,0,2
NA,"432000",2011,0,2
NA,"432000",2012,0,3
NA,"432000",2013,0,1
NA,"432000",2014,0,1
NA,"432000",2015,0,4
NA,"432000",2016,0,3
NA,"432000",2017,0,3
NA,"432000",2018,0,2
NA,"432000",2019,0,2
NA,"432010",2014,0,1
NA,"432010",2015,0,1
NA,"432010",2018,0,2
NA,"432040",2014,0,1
NA,"432040",2019,0,1
NA,"432045",2019,0,1
NA,"432060",2019,0,1
NA,"432067",2014,0,1
NA,"432067",2017,0,1
NA,"432067",2018,0,1
NA,"432070",2011,0,2
NA,"432070",2012,0,1
NA,"432070",2014,0,1
NA,"432070",2016,0,1
NA,"432070",2017,0,1
NA,"432080",2013,0,1
NA,"432080",2016,0,2
NA,"432080",2017,0,1
NA,"432080",2019,0,3
NA,"432090",2017,0,1
NA,"432110",2011,0,2
NA,"432110",2013,0,1
NA,"432110",2017,0,2
NA,"432110",2019,0,1
NA,"432120",2010,0,1
NA,"432120",2011,0,2
NA,"432120",2012,0,2
NA,"432120",2015,0,2
NA,"432130",2011,0,1
NA,"432130",2015,0,1
NA,"432140",2012,0,1
NA,"432140",2013,0,1
NA,"432140",2014,0,1
NA,"432140",2015,0,2
NA,"432140",2016,0,2
NA,"432140",2017,0,1
NA,"432140",2018,0,1
NA,"432140",2019,0,3
NA,"432145",2014,0,1
NA,"432150",2012,0,1
NA,"432150",2013,0,2
NA,"432150",2014,0,2
NA,"432150",2015,0,3
NA,"432150",2016,1,2
NA,"432150",2017,0,3
NA,"432150",2018,0,8
NA,"432150",2019,0,4
NA,"432160",2010,0,1
NA,"432160",2011,0,5
NA,"432160",2012,0,4
NA,"432160",2013,0,4
NA,"432160",2014,0,1
NA,"432160",2015,0,3
NA,"432160",2016,0,5
NA,"432160",2017,0,8
NA,"432160",2018,0,4
NA,"432160",2019,0,6
NA,"432170",2010,0,1
NA,"432170",2017,0,1
NA,"432170",2019,0,1
NA,"432195",2014,0,1
NA,"432195",2015,0,1
NA,"432200",2013,0,2
NA,"432200",2015,0,2
NA,"432200",2017,0,1
NA,"432200",2018,0,1
NA,"432200",2019,0,1
NA,"432220",2013,0,1
NA,"432220",2014,0,2
NA,"432220",2015,0,1
NA,"432220",2018,0,1
NA,"432240",2011,0,8
NA,"432240",2012,0,4
NA,"432240",2013,0,4
NA,"432240",2014,0,6
NA,"432240",2015,0,7
NA,"432240",2016,0,2
NA,"432240",2017,0,1
NA,"432240",2018,0,2
NA,"432240",2019,0,3
NA,"432250",2010,0,1
NA,"432250",2011,0,1
NA,"432250",2015,0,1
NA,"432250",2018,0,1
NA,"432250",2019,0,4
NA,"432253",2011,0,1
NA,"432253",2013,0,1
NA,"432260",2011,0,2
NA,"432260",2012,0,2
NA,"432260",2013,0,1
NA,"432260",2014,0,4
NA,"432260",2015,0,2
NA,"432260",2018,0,1
NA,"432270",2017,0,1
NA,"432280",2011,0,1
NA,"432280",2012,0,1
NA,"432280",2018,0,1
NA,"432300",2010,1,30
NA,"432300",2011,0,23
NA,"432300",2012,0,17
NA,"432300",2013,2,32
NA,"432300",2014,0,15
NA,"432300",2015,0,21
NA,"432300",2016,1,25
NA,"432300",2017,0,21
NA,"432300",2018,0,24
NA,"432300",2019,0,29
NA,"432345",2010,0,2
NA,"432345",2018,0,1
NA,"432380",2010,0,1
NA,"432380",2016,0,1
NA,"432380",2018,0,1
NA,"430085",2013,0,2
NA,"430085",2019,0,1
NA,"430200",2011,0,1
NA,"430200",2012,0,1
NA,"430205",2011,0,1
NA,"430205",2019,0,1
NA,"430468",2011,0,1
NA,"430500",2015,0,1
NA,"430500",2016,0,1
NA,"430590",2011,0,2
NA,"430590",2012,0,1
NA,"430590",2014,0,2
NA,"430590",2018,0,1
NA,"430597",2017,0,1
NA,"430597",2019,0,2
NA,"430605",2011,0,1
NA,"430605",2013,0,1
NA,"430605",2015,0,1
NA,"430605",2016,0,1
NA,"430676",2011,0,2
NA,"430676",2013,0,2
NA,"430676",2014,0,1
NA,"430676",2015,0,3
NA,"430676",2016,0,1
NA,"430676",2017,0,3
NA,"430676",2018,0,3
NA,"430676",2019,0,1
NA,"430880",2011,0,1
NA,"430880",2013,0,1
NA,"430880",2014,0,1
NA,"431055",2011,0,1
NA,"431055",2018,0,2
NA,"431065",2011,0,1
NA,"431065",2018,0,1
NA,"431087",2011,0,1
NA,"431090",2016,0,1
NA,"431090",2019,0,1
NA,"431160",2011,0,1
NA,"431160",2012,0,1
NA,"431160",2013,0,1
NA,"431160",2017,0,1
NA,"431170",2015,0,1
NA,"431170",2016,0,1
NA,"431177",2011,0,1
NA,"431177",2012,0,1
NA,"431177",2014,0,1
NA,"431177",2017,0,2
NA,"431177",2018,0,4
NA,"431177",2019,0,7
NA,"431225",2011,0,1
NA,"431225",2016,0,1
NA,"431225",2017,0,3
NA,"432035",2011,0,1
NA,"432035",2017,0,1
NA,"432055",2011,0,1
NA,"432055",2013,0,1
NA,"432055",2014,0,1
NA,"432055",2015,0,1
NA,"432055",2016,0,2
NA,"432055",2019,0,1
NA,"432135",2015,0,1
NA,"432135",2018,0,1
NA,"432143",2011,0,2
NA,"432143",2013,0,3
NA,"432143",2019,0,3
NA,"430187",2012,0,3
NA,"430187",2013,0,2
NA,"430187",2015,0,1
NA,"430187",2016,0,1
NA,"430187",2017,0,1
NA,"430535",2012,0,2
NA,"430535",2013,0,1
NA,"430535",2014,0,2
NA,"430535",2015,0,3
NA,"430535",2016,0,1
NA,"430535",2017,0,2
NA,"430535",2018,0,2
NA,"430550",2012,0,1
NA,"430595",2012,0,1
NA,"430595",2016,0,1
NA,"430670",2012,0,1
NA,"430840",2016,0,2
NA,"430840",2018,0,1
NA,"430905",2012,0,1
NA,"430905",2014,0,1
NA,"430905",2016,0,1
NA,"430905",2018,0,1
NA,"430995",2012,0,1
NA,"431053",2012,0,1
NA,"431053",2015,0,1
NA,"431053",2018,0,1
NA,"431053",2019,0,1
NA,"430466",2013,0,1
NA,"430466",2018,0,1
NA,"430466",2019,0,2
NA,"430695",2013,0,1
NA,"430695",2015,0,1
NA,"310620",2019,0,1
NA,"421660",2019,0,1
NA,"430155",2014,0,1
NA,"430471",2014,0,2
NA,"430471",2015,0,1
NA,"430471",2016,0,1
NA,"430471",2017,0,1
NA,"430471",2018,0,1
NA,"430471",2019,0,1
NA,"430637",2014,0,1
NA,"430697",2014,0,1
NA,"430740",2014,0,1
NA,"430740",2015,0,1
NA,"430805",2014,0,1
NA,"430805",2018,0,1
NA,"430865",2014,0,1
NA,"430865",2015,0,1
NA,"430955",2014,0,1
NA,"431403",2014,0,1
NA,"431532",2014,0,1
NA,"431532",2016,0,1
NA,"432085",2014,0,1
NA,"432085",2018,0,1
NA,"432375",2014,0,1
NA,"420245",2015,0,1
NA,"430467",2015,0,1
NA,"431113",2015,0,1
NA,"431113",2017,0,1
NA,"431113",2019,0,1
NA,"431912",2015,0,1
NA,"432065",2015,0,1
NA,"432065",2018,0,1
NA,"410880",2016,0,1
NA,"430185",2016,0,1
NA,"430485",2016,0,1
NA,"430693",2016,0,1
NA,"430693",2018,0,1
NA,"430693",2019,0,2
NA,"430781",2016,0,1
NA,"430783",2016,0,1
NA,"431697",2016,0,1
NA,"431843",2016,0,1
NA,"431843",2017,0,1
NA,"432185",2016,0,1
NA,"432185",2017,0,1
NA,"421225",2017,0,1
NA,"430223",2017,0,1
NA,"431862",2017,0,1
NA,"432166",2017,1,1
NA,"432215",2017,0,1
NA,"421640",2018,0,1
NA,"430087",2018,0,1
NA,"430165",2018,0,1
NA,"430250",2018,0,1
NA,"430258",2018,0,1
NA,"430355",2018,0,1
NA,"430462",2018,0,1
NA,"430512",2018,0,1
NA,"430543",2018,0,1
NA,"430543",2019,0,1
NA,"430635",2018,0,1
NA,"430705",2018,0,1
NA,"431173",2018,0,1
NA,"431213",2018,0,1
NA,"431339",2018,0,1
NA,"431861",2018,0,1
NA,"431935",2018,0,1
NA,"431970",2018,0,1
NA,"431162",2019,0,1
NA,"431171",2019,0,1
NA,"431230",2019,0,1
NA,"431442",2019,0,1
